"send_country","post_city","post_country","post_type","post_title"
"Brazil","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Brazil","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Brazil","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Brazil","Leticia","Colombia","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Paris","France","Consulate / Consulate-General","Consulate-General"
"Brazil","Cayenne","French Guiana","Consulate / Consulate-General","Consulate-General"
"Brazil","Saint-Georges","French Guiana","Consulate / Consulate-General","Consulate-General"
"Brazil","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Brazil","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Brazil","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Brazil","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Brazil","Rome","Italy","Consulate / Consulate-General","Consulate-General"
"Brazil","Hamamatsu","Japan","Consulate / Consulate-General","Consulate-General"
"Brazil","Nagoya","Japan","Consulate / Consulate-General","Consulate-General"
"Brazil","Tokyo","Japan","Consulate / Consulate-General","Consulate-General"
"Brazil","Mexico City","Mexico","Consulate / Consulate-General","Consulate-General"
"Brazil","Rotterdam","Netherlands","Consulate / Consulate-General","Consulate-General"
"Brazil","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General"
"Brazil","Asuncion","Paraguay","Consulate / Consulate-General","Consulate-General"
"Brazil","Ciudad del Este","Paraguay","Consulate / Consulate-General","Consulate-General"
"Brazil","Concepcion","Paraguay","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Encarnacion","Paraguay","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Pedro Juan Caballero","Paraguay","Consulate / Consulate-General","Consulate"
"Brazil","Salto do Guaira","Paraguay","Consulate / Consulate-General","Consulate"
"Brazil","Iquitos","Peru","Consulate / Consulate-General","Consulate-General"
"Brazil","Faro","Portugal","Consulate / Consulate-General","Consulate-General"
"Brazil","Lisbon","Portugal","Consulate / Consulate-General","Consulate-General"
"Brazil","Porto","Portugal","Consulate / Consulate-General","Consulate-General"
"Brazil","Cape Town","South Africa","Consulate / Consulate-General","Consulate-General"
"Brazil","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"Brazil","Madrid","Spain","Consulate / Consulate-General","Consulate-General"
"Brazil","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General"
"Brazil","Zurich","Switzerland","Consulate / Consulate-General","Consulate-General"
"Brazil","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Brazil","London","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Brazil","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Hartford","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","New York","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Washington DC","United States","Consulate / Consulate-General","Consulate-General"
"Brazil","Artigas","Uruguay","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Chuy","Uruguay","Consulate / Consulate-General","Consulate"
"Brazil","Montevideo","Uruguay","Consulate / Consulate-General","Consulate-General"
"Brazil","Rio Branco","Uruguay","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Rivera","Uruguay","Consulate / Consulate-General","Consulate-General"
"Brazil","Caracas","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Consulate-General"
"Brazil","Ciudad Guayana","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Consulate"
"Brazil","Puerto Ayacucho","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Santa Elena do Uiaren","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Vice-Consulate"
"Brazil","Vienna","Austria","Permanent Mission","Mission to IAEA"
"Brazil","Brussels","Belgium","Permanent Mission","Mission to EU"
"Brazil","Montreal","Canada","Permanent Mission","Mission to ICAO"
"Brazil","Paris","France","Permanent Mission","Mission to UNESCO"
"Brazil","Rome","Italy","Permanent Mission","Mission to FAO"
"Brazil","Lisbon","Portugal","Permanent Mission","Mission to CPLP"
"Brazil","Geneva","Switzerland","Permanent Mission","Mission to UN/Int'l Orgs"
"Brazil","Geneva","Switzerland","Permanent Mission","Mission to WTO"
"Brazil","London","United Kingdom","Permanent Mission","Mission to IOM"
"Brazil","New York","United States","Permanent Mission","Mission to UN"
"Brazil","Washington DC","United States","Permanent Mission","Mission to OAS"
"Brazil","Montevideo","Uruguay","Permanent Mission","Mission to MERCOSUR"
"Brazil","Ramallah","Palestine*","Other","Representative Office"
"Brazil","Taipei","Taiwan*","Other","Commercial Office"
"Brunei Darussalam","Canberra","Australia","Embassy / High Commission","High Commission"
"Brunei Darussalam","Manama","Bahrain","Embassy / High Commission","Embassy"
"Brunei Darussalam","Dhaka","Bangladesh","Embassy / High Commission","High Commission"
"Brunei Darussalam","Brussels","Belgium","Embassy / High Commission","Embassy"
"Brunei Darussalam","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Brunei Darussalam","Ottawa","Canada","Embassy / High Commission","High Commission"
"Brunei Darussalam","Beijing","China","Embassy / High Commission","Embassy"
"Brunei Darussalam","Cairo","Egypt","Embassy / High Commission","Embassy"
"Brunei Darussalam","Paris","France","Embassy / High Commission","Embassy"
"Brunei Darussalam","Berlin","Germany","Embassy / High Commission","Embassy"
"Brunei Darussalam","New Delhi","India","Embassy / High Commission","High Commission"
"Brunei Darussalam","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Brunei Darussalam","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Brunei Darussalam","Tokyo","Japan","Embassy / High Commission","Embassy"
"Brunei Darussalam","Amman","Jordan","Embassy / High Commission","Embassy"
"Brunei Darussalam","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Brunei Darussalam","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Brunei Darussalam","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Brunei Darussalam","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"Brunei Darussalam","Rabat","Morocco","Embassy / High Commission","Embassy"
"Brunei Darussalam","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Brunei Darussalam","Muscat","Oman","Embassy / High Commission","Embassy"
"Brunei Darussalam","Islamabad","Pakistan","Embassy / High Commission","High Commission"
"Brunei Darussalam","Manila","Philippines","Embassy / High Commission","Embassy"
"Brunei Darussalam","Doha","Qatar","Embassy / High Commission","Embassy"
"Brunei Darussalam","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Brunei Darussalam","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Brunei Darussalam","Singapore","Singapore","Embassy / High Commission","High Commission"
"Brunei Darussalam","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Brunei Darussalam","Dili","Timor-Leste","Embassy / High Commission","Embassy"
"Brunei Darussalam","Ankara","Turkey","Embassy / High Commission","Embassy"
"Brunei Darussalam","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Brunei Darussalam","London","United Kingdom","Embassy / High Commission","High Commission"
"Brunei Darussalam","Washington DC","United States","Embassy / High Commission","Embassy"
"Brunei Darussalam","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Brunei Darussalam","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Brunei Darussalam","Kota Kinabalu","Malaysia","Consulate / Consulate-General","Consulate-General"
"Brunei Darussalam","Kuching","Malaysia","Consulate / Consulate-General","Consulate-General"
"Brunei Darussalam","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"Brunei Darussalam","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Brunei Darussalam","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Brunei Darussalam","New York","United States","Permanent Mission","Mission to UN"
"Cambodia","Canberra","Australia","Embassy / High Commission","Embassy"
"Cambodia","Brussels","Belgium","Embassy / High Commission","Embassy"
"Cambodia","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","Embassy"
"Cambodia","Beijing","China","Embassy / High Commission","Embassy"
"Cambodia","Havana","Cuba","Embassy / High Commission","Embassy"
"Cambodia","Cairo","Egypt","Embassy / High Commission","Embassy"
"Cambodia","Paris","France","Embassy / High Commission","Embassy"
"Cambodia","Berlin","Germany","Embassy / High Commission","Embassy"
"Cambodia","New Delhi","India","Embassy / High Commission","Embassy"
"Cambodia","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Cambodia","Tokyo","Japan","Embassy / High Commission","Embassy"
"Cambodia","Pyongyang","Korea Democratic People's Republic of (North Korea)","Embassy / High Commission","Embassy"
"Cambodia","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Cambodia","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Cambodia","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Cambodia","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Cambodia","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Cambodia","Manila","Philippines","Embassy / High Commission","Embassy"
"Cambodia","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Cambodia","Singapore","Singapore","Embassy / High Commission","Embassy"
"Cambodia","Geneva","Switzerland","Embassy / High Commission","Embassy & Mission to UN"
"Cambodia","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Cambodia","London","United Kingdom","Embassy / High Commission","Embassy"
"Cambodia","Washington DC","United States","Embassy / High Commission","Embassy"
"Cambodia","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Cambodia","Chongqing","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Kunming","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Nanning","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Xian","China","Consulate / Consulate-General","Consulate-General"
"Cambodia","Pakse","Lao People's Democratic Republic","Consulate / Consulate-General","Consulate-General"
"Cambodia","Sa Kaeo","Thailand","Consulate / Consulate-General","Consulate-General"
"Cambodia","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Cambodia","Paris","France","Permanent Mission","Mission to UNESCO"
"Cambodia","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Cambodia","New York","United States","Permanent Mission","Mission to UN"
"Canada","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Canada","Algiers","Algeria","Embassy / High Commission","Embassy"
"Canada","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Canada","Canberra","Australia","Embassy / High Commission","High Commission"
"Canada","Vienna","Austria","Embassy / High Commission","Embassy"
"Canada","Dhaka","Bangladesh","Embassy / High Commission","High Commission"
"Canada","Bridgetown","Barbados","Embassy / High Commission","High Commission"
"Canada","Brussels","Belgium","Embassy / High Commission","Embassy"
"Canada","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Canada","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","High Commission"
"Canada","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"Canada","Yaounde","Cameroon","Embassy / High Commission","High Commission"
"Canada","Santiago","Chile","Embassy / High Commission","Embassy"
"Canada","Beijing","China","Embassy / High Commission","Embassy"
"Canada","Bogota","Colombia","Embassy / High Commission","Embassy"
"Canada","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Canada","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"Canada","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Canada","Havana","Cuba","Embassy / High Commission","Embassy"
"Canada","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Canada","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"Canada","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Canada","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Canada","Quito","Ecuador","Embassy / High Commission","Embassy"
"Canada","Cairo","Egypt","Embassy / High Commission","Embassy"
"Canada","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Canada","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Canada","Helsinki","Finland","Embassy / High Commission","Embassy"
"Canada","Paris","France","Embassy / High Commission","Embassy"
"Canada","Berlin","Germany","Embassy / High Commission","Embassy"
"Canada","Accra","Ghana","Embassy / High Commission","High Commission"
"Canada","Athens","Greece","Embassy / High Commission","Embassy"
"Canada","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Canada","Georgetown","Guyana","Embassy / High Commission","High Commission"
"Canada","Port-au-Prince","Haiti","Embassy / High Commission","Embassy"
"Canada","Budapest","Hungary","Embassy / High Commission","Embassy"
"Canada","Reykjavik","Iceland","Embassy / High Commission","Embassy"
"Canada","New Delhi","India","Embassy / High Commission","High Commission"
"Canada","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Canada","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Canada","Dublin","Ireland","Embassy / High Commission","Embassy"
"Canada","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Canada","Rome","Italy","Embassy / High Commission","Embassy"
"Canada","Kingston","Jamaica","Embassy / High Commission","High Commission"
"Canada","Tokyo","Japan","Embassy / High Commission","Embassy"
"Canada","Amman","Jordan","Embassy / High Commission","Embassy"
"Canada","Nur-Sultan","Kazakhstan","Embassy / High Commission","Embassy"
"Canada","Nairobi","Kenya","Embassy / High Commission","High Commission"
"Canada","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Canada","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Canada","Riga","Latvia","Embassy / High Commission","Embassy"
"Canada","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Canada","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"Canada","Bamako","Mali","Embassy / High Commission","Embassy"
"Canada","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Canada","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Canada","Rabat","Morocco","Embassy / High Commission","Embassy"
"Canada","Maputo","Mozambique","Embassy / High Commission","High Commission"
"Canada","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Canada","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Canada","Wellington","New Zealand","Embassy / High Commission","High Commission"
"Canada","Abuja","Nigeria","Embassy / High Commission","High Commission"
"Canada","Oslo","Norway","Embassy / High Commission","Embassy"
"Canada","Islamabad","Pakistan","Embassy / High Commission","High Commission"
"Canada","Panama City","Panama","Embassy / High Commission","Embassy"
"Canada","Lima","Peru","Embassy / High Commission","Embassy"
"Canada","Manila","Philippines","Embassy / High Commission","Embassy"
"Canada","Warsaw","Poland","Embassy / High Commission","Embassy"
"Canada","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Canada","Doha","Qatar","Embassy / High Commission","Embassy"
"Canada","Bucharest","Romania","Embassy / High Commission","Embassy"
"Canada","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Canada","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Canada","Dakar","Senegal","Embassy / High Commission","Embassy"
"Canada","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Canada","Singapore","Singapore","Embassy / High Commission","High Commission"
"Canada","Pretoria","South Africa","Embassy / High Commission","High Commission"
"Canada","Juba","South Sudan","Embassy / High Commission","Embassy"
"Canada","Madrid","Spain","Embassy / High Commission","Embassy"
"Canada","Colombo","Sri Lanka","Embassy / High Commission","High Commission"
"Canada","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Canada","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Canada","Bern","Switzerland","Embassy / High Commission","Embassy"
"Canada","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","High Commission"
"Canada","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Canada","Port of Spain","Trinidad and Tobago","Embassy / High Commission","High Commission"
"Canada","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Canada","Ankara","Turkey","Embassy / High Commission","Embassy"
"Canada","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Canada","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Canada","London","United Kingdom","Embassy / High Commission","High Commission"
"Canada","Washington DC","United States","Embassy / High Commission","Embassy"
"Canada","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Canada","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Canada","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Canada","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Canada","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Canada","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Canada","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Canada","Chongqing","China","Consulate / Consulate-General","Consulate-General"
"Canada","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Canada","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Canada","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Canada","Punta Cana","Dominican Republic","Consulate / Consulate-General","Consulate"
"Canada","Dusseldorf","Germany","Consulate / Consulate-General","Consulate"
"Canada","Munich","Germany","Consulate / Consulate-General","Consulate"
"Canada","Bengalaru","India","Consulate / Consulate-General","Consulate-General"
"Canada","Chandigarh","India","Consulate / Consulate-General","Consulate-General"
"Canada","Chennai","India","Consulate / Consulate-General","Consulate"
"Canada","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Canada","Nagoya","Japan","Consulate / Consulate-General","Consulate"
"Canada","Guadalajara","Mexico","Consulate / Consulate-General","Consulate"
"Canada","Monterrey","Mexico","Consulate / Consulate-General","Consulate-General"
"Canada","Auckland","New Zealand","Consulate / Consulate-General","Consulate"
"Canada","Lagos","Nigeria","Consulate / Consulate-General","Deputy High Commission"
"Canada","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Canada","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Canada","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Dallas","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Denver","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Detroit","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Houston","United States","Consulate / Consulate-General","Consulate"
"Canada","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Minneapolis","United States","Consulate / Consulate-General","Consulate-General"
"Canada","New York","United States","Consulate / Consulate-General","Consulate-General"
"Canada","San Diego","United States","Consulate / Consulate-General","Consulate"
"Canada","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Seattle","United States","Consulate / Consulate-General","Consulate-General"
"Canada","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Canada","Vienna","Austria","Permanent Mission","Mission to OSCE"
"Canada","Brussels","Belgium","Permanent Mission","Mission to EU"
"Canada","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Canada","Paris","France","Permanent Mission","Mission to OECD"
"Canada","Paris","France","Permanent Mission","Mission to UNESCO"
"Canada","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Canada","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Canada","Geneva","Switzerland","Permanent Mission","Mission to WTO"
"Canada","New York","United States","Permanent Mission","Mission to UN"
"Canada","Washington DC","United States","Permanent Mission","Mission to OAS"
"Canada","Ramallah","Palestine*","Other","Representative Office"
"Canada","Taipei","Taiwan*","Other","Trade Office"
"Chile","Algiers","Algeria","Embassy / High Commission","Embassy"
"Chile","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Chile","Canberra","Australia","Embassy / High Commission","Embassy"
"Chile","Vienna","Austria","Embassy / High Commission","Embassy"
"Chile","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU"
"Chile","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Chile","Ottawa","Canada","Embassy / High Commission","Embassy"
"Chile","Beijing","China","Embassy / High Commission","Embassy"
"Chile","Bogota","Colombia","Embassy / High Commission","Embassy"
"Chile","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Chile","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Chile","Havana","Cuba","Embassy / High Commission","Embassy"
"Chile","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Chile","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Chile","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Chile","Quito","Ecuador","Embassy / High Commission","Embassy"
"Chile","Cairo","Egypt","Embassy / High Commission","Embassy"
"Chile","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Chile","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Chile","Helsinki","Finland","Embassy / High Commission","Embassy"
"Chile","Paris","France","Embassy / High Commission","Embassy"
"Chile","Berlin","Germany","Embassy / High Commission","Embassy"
"Chile","Accra","Ghana","Embassy / High Commission","Embassy"
"Chile","Athens","Greece","Embassy / High Commission","Embassy"
"Chile","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Chile","Georgetown","Guyana","Embassy / High Commission","Embassy"
"Chile","Port-au-Prince","Haiti","Embassy / High Commission","Embassy"
"Chile","Tegucigalpa","Honduras","Embassy / High Commission","Embassy"
"Chile","Budapest","Hungary","Embassy / High Commission","Embassy"
"Chile","New Delhi","India","Embassy / High Commission","Embassy"
"Chile","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Chile","Dublin","Ireland","Embassy / High Commission","Embassy"
"Chile","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Chile","Rome","Italy","Embassy / High Commission","Embassy & Mission to Int'l Orgs"
"Chile","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Chile","Tokyo","Japan","Embassy / High Commission","Embassy"
"Chile","Amman","Jordan","Embassy / High Commission","Embassy"
"Chile","Nairobi","Kenya","Embassy / High Commission","Embassy & Mission to UNEP/UN-HABITAT"
"Chile","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Chile","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Chile","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Chile","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Chile","Rabat","Morocco","Embassy / High Commission","Embassy"
"Chile","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Chile","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Chile","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Chile","Oslo","Norway","Embassy / High Commission","Embassy"
"Chile","Panama City","Panama","Embassy / High Commission","Embassy"
"Chile","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Chile","Lima","Peru","Embassy / High Commission","Embassy"
"Chile","Manila","Philippines","Embassy / High Commission","Embassy"
"Chile","Warsaw","Poland","Embassy / High Commission","Embassy"
"Chile","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Chile","Bucharest","Romania","Embassy / High Commission","Embassy"
"Chile","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Chile","Singapore","Singapore","Embassy / High Commission","Embassy"
"Chile","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Chile","Madrid","Spain","Embassy / High Commission","Embassy"
"Chile","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Chile","Bern","Switzerland","Embassy / High Commission","Embassy"
"Chile","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Chile","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Chile","Ankara","Turkey","Embassy / High Commission","Embassy"
"Chile","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Chile","London","United Kingdom","Embassy / High Commission","Embassy"
"Chile","Washington DC","United States","Embassy / High Commission","Embassy"
"Chile","Montevideo","Uruguay","Embassy / High Commission","Embassy & Mission to ALADI"
"Chile","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Chile","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Chile","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Chile","Bahia Blanca","Argentina","Consulate / Consulate-General","Consulate"
"Chile","Bariloche","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Buenos Aires","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Comodoro Rivadavia","Argentina","Consulate / Consulate-General","Consulate"
"Chile","Cordoba","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Mar del Plata","Argentina","Consulate / Consulate-General","Consulate"
"Chile","Mendoza","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Neuquen","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Rio Gallegos","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Rio Grande","Argentina","Consulate / Consulate-General","Consulate"
"Chile","Rosario","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Salta","Argentina","Consulate / Consulate-General","Consulate-General"
"Chile","Ushuaia","Argentina","Consulate / Consulate-General","Consulate"
"Chile","Melbourne","Australia","Consulate / Consulate-General","Consulate-General"
"Chile","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Chile","La Paz","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Chile","Santa Cruz","Bolivia Plurinational State of","Consulate / Consulate-General","Consulate-General"
"Chile","Porto Alegre","Brazil","Consulate / Consulate-General","Consulate-General"
"Chile","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Chile","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Chile","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Chile","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Chile","Vancouver","Canada","Consulate / Consulate-General","Consulate-General"
"Chile","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Chile","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Chile","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Chile","Bogota","Colombia","Consulate / Consulate-General","Consulate-General"
"Chile","Guayaquil","Ecuador","Consulate / Consulate-General","Consulate-General"
"Chile","Paris","France","Consulate / Consulate-General","Consulate-General"
"Chile","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Chile","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"Chile","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Chile","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Chile","Mexico City","Mexico","Consulate / Consulate-General","Consulate-General"
"Chile","Amsterdam","Netherlands","Consulate / Consulate-General","Consulate-General"
"Chile","Lima","Peru","Consulate / Consulate-General","Consulate-General"
"Chile","Tacna","Peru","Consulate / Consulate-General","Consulate-General"
"Chile","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"Chile","Madrid","Spain","Consulate / Consulate-General","Consulate-General"
"Chile","Gothenburg","Sweden","Consulate / Consulate-General","Consulate"
"Chile","Stockholm","Sweden","Consulate / Consulate-General","Consulate"
